UNIPROT	PATH	PATHNAME
Q05895	mmu04512	ECM-receptor interaction
Q05915	mmu01240	Biosynthesis of cofactors
Q05915	mmu00790	Folate biosynthesis
Q05915	mmu01100	Metabolic pathways
Q05921	mmu05164	Influenza A
Q05921	mmu04621	NOD-like receptor signaling pathway
Q05921	mmu05168	Herpes simplex virus 1 infection
Q05921	mmu05160	Hepatitis C
Q05922	mmu04148	Efferocytosis
Q05922	mmu04010	MAPK signaling pathway
Q05928	mmu04012	ErbB signaling pathway
Q05A56	mmu04142	Lysosome
Q05A56	mmu01100	Metabolic pathways
Q05A56	mmu00531	Glycosaminoglycan degradation
Q05A62	mmu05016	Huntington disease
Q05A62	mmu04814	Motor proteins
Q05A62	mmu05014	Amyotrophic lateral sclerosis
Q05A62	mmu05022	Pathways of neurodegeneration - multiple diseases
Q06138	mmu04152	AMPK signaling pathway
Q06138	mmu04150	mTOR signaling pathway
Q06180	mmu04630	JAK-STAT signaling pathway
Q06185	mmu00190	Oxidative phosphorylation
Q06185	mmu04714	Thermogenesis
Q06185	mmu01100	Metabolic pathways
Q06186	mmu05205	Proteoglycans in cancer
Q06186	mmu05219	Bladder cancer
Q06186	mmu04912	GnRH signaling pathway
Q06186	mmu05171	Coronavirus disease - COVID-19
Q06186	mmu04928	Parathyroid hormone synthesis, secretion and action
Q06186	mmu01522	Endocrine resistance
Q06186	mmu04012	ErbB signaling pathway
Q06186	mmu04915	Estrogen signaling pathway
Q06194	mmu04610	Complement and coagulation cascades
Q06219	mmu04928	Parathyroid hormone synthesis, secretion and action
Q06219	mmu04925	Aldosterone synthesis and secretion
Q06507	mmu04915	Estrogen signaling pathway
Q06507	mmu04720	Long-term potentiation
Q06507	mmu04925	Aldosterone synthesis and secretion
Q06507	mmu04137	Mitophagy - animal
Q06507	mmu04918	Thyroid hormone synthesis
Q06507	mmu05166	Human T-cell leukemia virus 1 infection
Q06507	mmu05161	Hepatitis B
Q06507	mmu05020	Prion disease
Q06507	mmu04722	Neurotrophin signaling pathway
Q06507	mmu04022	cGMP-PKG signaling pathway
Q06507	mmu04927	Cortisol synthesis and secretion
Q06507	mmu05034	Alcoholism
Q06507	mmu05012	Parkinson disease
Q06507	mmu04151	PI3K-Akt signaling pathway
Q06507	mmu04912	GnRH signaling pathway
Q06507	mmu04935	Growth hormone synthesis, secretion and action
Q06507	mmu04911	Insulin secretion
Q06507	mmu04141	Protein processing in endoplasmic reticulum
Q06507	mmu05022	Pathways of neurodegeneration - multiple diseases
Q06507	mmu04725	Cholinergic synapse
Q06507	mmu04934	Cushing syndrome
Q06507	mmu04261	Adrenergic signaling in cardiomyocytes
Q06507	mmu04926	Relaxin signaling pathway
Q06507	mmu05010	Alzheimer disease
Q06507	mmu05163	Human cytomegalovirus infection
Q06507	mmu04010	MAPK signaling pathway
Q06507	mmu04668	TNF signaling pathway
Q06507	mmu05215	Prostate cancer
Q06507	mmu04932	Non-alcoholic fatty liver disease
Q06507	mmu05417	Lipid and atherosclerosis
Q06507	mmu05203	Viral carcinogenesis
Q06507	mmu04928	Parathyroid hormone synthesis, secretion and action
Q06507	mmu05031	Amphetamine addiction
Q06507	mmu04211	Longevity regulating pathway
Q06507	mmu05207	Chemical carcinogenesis - receptor activation
Q06507	mmu04728	Dopaminergic synapse
Q06507	mmu04922	Glucagon signaling pathway
Q06507	mmu04210	Apoptosis
Q06507	mmu05030	Cocaine addiction
Q06507	mmu05014	Amyotrophic lateral sclerosis
Q06831	mmu05206	MicroRNAs in cancer
Q06890	mmu04610	Complement and coagulation cascades
Q06985	mmu04137	Mitophagy - animal
Q06985	mmu04310	Wnt signaling pathway
Q06985	mmu04115	p53 signaling pathway
Q06985	mmu04120	Ubiquitin mediated proteolysis
Q07076	mmu05014	Amyotrophic lateral sclerosis
Q07104	mmu04060	Cytokine-cytokine receptor interaction
Q07105	mmu04060	Cytokine-cytokine receptor interaction
Q07113	mmu03266	Virion - Herpesvirus
Q07113	mmu04144	Endocytosis
Q07113	mmu04142	Lysosome
Q07174	mmu04660	T cell receptor signaling pathway
Q07174	mmu04010	MAPK signaling pathway
Q07174	mmu04668	TNF signaling pathway
Q07174	mmu04620	Toll-like receptor signaling pathway
Q07235	mmu04610	Complement and coagulation cascades
Q07417	mmu01212	Fatty acid metabolism
Q07417	mmu01200	Carbon metabolism
Q07417	mmu00071	Fatty acid degradation
Q07417	mmu00410	beta-Alanine metabolism
Q07417	mmu00280	Valine, leucine and isoleucine degradation
Q07417	mmu01100	Metabolic pathways
Q07417	mmu00650	Butanoate metabolism
Q07417	mmu00640	Propanoate metabolism
Q07440	mmu04064	NF-kappa B signaling pathway
Q07440	mmu05221	Acute myeloid leukemia
Q07440	mmu05202	Transcriptional misregulation in cancer
Q07440	mmu04210	Apoptosis
Q07563	mmu04974	Protein digestion and absorption
Q07763	mmu04650	Natural killer cell mediated cytotoxicity
Q07813	mmu04141	Protein processing in endoplasmic reticulum
Q07813	mmu04071	Sphingolipid signaling pathway
Q07813	mmu05200	Pathways in cancer
Q07813	mmu05170	Human immunodeficiency virus 1 infection
Q07813	mmu05222	Small cell lung cancer
Q07813	mmu05169	Epstein-Barr virus infection
Q07813	mmu05160	Hepatitis C
Q07813	mmu04217	Necroptosis
Q07813	mmu05162	Measles
Q07813	mmu05223	Non-small cell lung cancer
Q07813	mmu05166	Human T-cell leukemia virus 1 infection
Q07813	mmu04210	Apoptosis
Q07813	mmu05212	Pancreatic cancer
Q07813	mmu05012	Parkinson disease
Q07813	mmu05020	Prion disease
Q07813	mmu05226	Gastric cancer
Q07813	mmu04215	Apoptosis - multiple species
Q07813	mmu04932	Non-alcoholic fatty liver disease
Q07813	mmu05014	Amyotrophic lateral sclerosis
Q07813	mmu05152	Tuberculosis
Q07813	mmu05022	Pathways of neurodegeneration - multiple diseases
Q07813	mmu05225	Hepatocellular carcinoma
Q07813	mmu05224	Breast cancer
Q07813	mmu05218	Melanoma
Q07813	mmu05202	Transcriptional misregulation in cancer
Q07813	mmu05216	Thyroid cancer
Q07813	mmu05164	Influenza A
Q07813	mmu05016	Huntington disease
Q07813	mmu05167	Kaposi sarcoma-associated herpesvirus infection
Q07813	mmu05203	Viral carcinogenesis
Q07813	mmu05163	Human cytomegalovirus infection
Q07813	mmu05165	Human papillomavirus infection
Q07813	mmu04933	AGE-RAGE signaling pathway in diabetic complications
Q07813	mmu05417	Lipid and atherosclerosis
Q07813	mmu05217	Basal cell carcinoma
Q07813	mmu05214	Glioma
Q07813	mmu01524	Platinum drug resistance
Q07813	mmu01522	Endocrine resistance
Q07813	mmu04722	Neurotrophin signaling pathway
Q07813	mmu05220	Chronic myeloid leukemia
Q07813	mmu05161	Hepatitis B
Q07813	mmu05132	Salmonella infection
Q07813	mmu01521	EGFR tyrosine kinase inhibitor resistance
Q07813	mmu04115	p53 signaling pathway
Q07813	mmu05168	Herpes simplex virus 1 infection
Q07813	mmu05210	Colorectal cancer
Q07813	mmu05213	Endometrial cancer
Q07813	mmu04211	Longevity regulating pathway
Q07832	mmu04914	Progesterone-mediated oocyte maturation
Q07832	mmu04114	Oocyte meiosis
Q07832	mmu04068	FoxO signaling pathway
Q07832	mmu04110	Cell cycle
Q07968	mmu05171	Coronavirus disease - COVID-19
Q07968	mmu04610	Complement and coagulation cascades
Q08048	mmu05223	Non-small cell lung cancer
Q08048	mmu04010	MAPK signaling pathway
Q08048	mmu05226	Gastric cancer
Q08048	mmu04014	Ras signaling pathway
Q08048	mmu05218	Melanoma
Q08048	mmu04020	Calcium signaling pathway
Q08048	mmu04510	Focal adhesion
Q08048	mmu01521	EGFR tyrosine kinase inhibitor resistance
Q08048	mmu04151	PI3K-Akt signaling pathway
Q08048	mmu04015	Rap1 signaling pathway
Q08048	mmu05205	Proteoglycans in cancer
Q08048	mmu05225	Hepatocellular carcinoma
Q08048	mmu05208	Chemical carcinogenesis - reactive oxygen species
Q08048	mmu05144	Malaria
Q08048	mmu05211	Renal cell carcinoma
Q08048	mmu05200	Pathways in cancer
Q08122	mmu04310	Wnt signaling pathway
Q08122	mmu04330	Notch signaling pathway
Q08297	mmu03440	Homologous recombination
Q08297	mmu03460	Fanconi anemia pathway
Q08297	mmu05212	Pancreatic cancer
Q08297	mmu05200	Pathways in cancer
Q08351	mmu04060	Cytokine-cytokine receptor interaction
Q08351	mmu04630	JAK-STAT signaling pathway
Q08369	mmu04218	Cellular senescence
Q08369	mmu04919	Thyroid hormone signaling pathway
Q08369	mmu04022	cGMP-PKG signaling pathway
Q08369	mmu04530	Tight junction
Q08423	mmu04915	Estrogen signaling pathway
Q08460	mmu04924	Renin secretion
Q08460	mmu04972	Pancreatic secretion
Q08460	mmu04022	cGMP-PKG signaling pathway
Q08460	mmu04911	Insulin secretion
Q08460	mmu04970	Salivary secretion
Q08460	mmu04270	Vascular smooth muscle contraction
Q08481	mmu04148	Efferocytosis
Q08481	mmu04514	Cell adhesion molecules
Q08481	mmu05418	Fluid shear stress and atherosclerosis
Q08481	mmu05144	Malaria
Q08481	mmu04670	Leukocyte transendothelial migration
Q08501	mmu04060	Cytokine-cytokine receptor interaction
Q08501	mmu04917	Prolactin signaling pathway
Q08501	mmu04630	JAK-STAT signaling pathway
Q08501	mmu04080	Neuroactive ligand-receptor interaction
Q08501	mmu04151	PI3K-Akt signaling pathway
Q08535	mmu04080	Neuroactive ligand-receptor interaction
Q08535	mmu04972	Pancreatic secretion
Q08535	mmu04976	Bile secretion
Q08639	mmu04110	Cell cycle
Q08639	mmu04350	TGF-beta signaling pathway
Q08639	mmu03083	Polycomb repressive complex
Q08652	mmu04977	Vitamin digestion and absorption
Q08761	mmu04610	Complement and coagulation cascades
Q08761	mmu04148	Efferocytosis
Q08775	mmu05202	Transcriptional misregulation in cancer
Q08775	mmu04928	Parathyroid hormone synthesis, secretion and action
Q08857	mmu04931	Insulin resistance
Q08857	mmu04148	Efferocytosis
Q08857	mmu04145	Phagosome
Q08857	mmu04152	AMPK signaling pathway
Q08857	mmu04640	Hematopoietic cell lineage
Q08857	mmu04512	ECM-receptor interaction
Q08857	mmu04975	Fat digestion and absorption
Q08857	mmu05144	Malaria
Q08857	mmu03320	PPAR signaling pathway
Q08857	mmu04920	Adipocytokine signaling pathway
Q08857	mmu05417	Lipid and atherosclerosis
Q08857	mmu04979	Cholesterol metabolism
Q08857	mmu05415	Diabetic cardiomyopathy
Q08874	mmu05202	Transcriptional misregulation in cancer
Q08874	mmu05218	Melanoma
Q08874	mmu04380	Osteoclast differentiation
Q08874	mmu04137	Mitophagy - animal
Q08874	mmu05200	Pathways in cancer
Q08874	mmu04916	Melanogenesis
Q08879	mmu04820	Cytoskeleton in muscle cells
Q08890	mmu04142	Lysosome
Q08890	mmu01100	Metabolic pathways
Q08890	mmu00531	Glycosaminoglycan degradation
Q09014	mmu05417	Lipid and atherosclerosis
Q09014	mmu04062	Chemokine signaling pathway
Q09014	mmu04380	Osteoclast differentiation
Q09014	mmu05418	Fluid shear stress and atherosclerosis
Q09014	mmu04613	Neutrophil extracellular trap formation
Q09014	mmu05208	Chemical carcinogenesis - reactive oxygen species
Q09014	mmu04670	Leukocyte transendothelial migration
Q09014	mmu04666	Fc gamma R-mediated phagocytosis
Q09014	mmu05415	Diabetic cardiomyopathy
Q09014	mmu05140	Leishmaniasis
Q09014	mmu05020	Prion disease
Q09014	mmu04145	Phagosome
Q09098	mmu04080	Neuroactive ligand-receptor interaction
Q09143	mmu05206	MicroRNAs in cancer
Q09199	mmu00601	Glycosphingolipid biosynthesis - lacto and neolacto series
Q09199	mmu01100	Metabolic pathways
Q09200	mmu00604	Glycosphingolipid biosynthesis - ganglio series
Q09200	mmu01100	Metabolic pathways
Q09200	mmu00600	Sphingolipid metabolism
Q09324	mmu01100	Metabolic pathways
Q09324	mmu00512	Mucin type O-glycan biosynthesis
Q09XV5	mmu04310	Wnt signaling pathway
Q0GNC1	mmu04820	Cytoskeleton in muscle cells
Q0P543	mmu04080	Neuroactive ligand-receptor interaction
Q0P543	mmu04024	cAMP signaling pathway
Q0P5W1	mmu04148	Efferocytosis
Q0VAW7	mmu05168	Herpes simplex virus 1 infection
Q0VAX9	mmu04740	Olfactory transduction
Q0VBD0	mmu04820	Cytoskeleton in muscle cells
Q0VBD0	mmu04514	Cell adhesion molecules
Q0VBD0	mmu05412	Arrhythmogenic right ventricular cardiomyopathy
Q0VBD0	mmu04510	Focal adhesion
Q0VBD0	mmu04512	ECM-receptor interaction
Q0VBD0	mmu04810	Regulation of actin cytoskeleton
Q0VBD0	mmu05165	Human papillomavirus infection
Q0VBD0	mmu05414	Dilated cardiomyopathy
Q0VBD0	mmu04151	PI3K-Akt signaling pathway
Q0VBD0	mmu05410	Hypertrophic cardiomyopathy
Q0VBN2	mmu00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate
Q0VBN2	mmu01100	Metabolic pathways
Q0VBU9	mmu00561	Glycerolipid metabolism
Q0VBU9	mmu00564	Glycerophospholipid metabolism
Q0VF58	mmu04974	Protein digestion and absorption
Q0VGT2	mmu04340	Hedgehog signaling pathway
Q0VGT2	mmu05217	Basal cell carcinoma
Q0VGT2	mmu05200	Pathways in cancer
Q0VGT2	mmu04390	Hippo signaling pathway
Q0VGU4	mmu04080	Neuroactive ligand-receptor interaction
Q0ZUP1	mmu05144	Malaria
Q11127	mmu01100	Metabolic pathways
Q11127	mmu00515	Mannose type O-glycan biosynthesis
Q11127	mmu00601	Glycosphingolipid biosynthesis - lacto and neolacto series
Q11131	mmu00601	Glycosphingolipid biosynthesis - lacto and neolacto series
Q11131	mmu01100	Metabolic pathways
Q11204	mmu01100	Metabolic pathways
Q11204	mmu00533	Glycosaminoglycan biosynthesis - keratan sulfate
Q11204	mmu00603	Glycosphingolipid biosynthesis - globo and isoglobo series
Q11204	mmu00512	Mucin type O-glycan biosynthesis
Q11204	mmu00604	Glycosphingolipid biosynthesis - ganglio series
Q149F3	mmu03015	mRNA surveillance pathway
Q149R9	mmu04151	PI3K-Akt signaling pathway
Q149R9	mmu04015	Rap1 signaling pathway
Q149R9	mmu04810	Regulation of actin cytoskeleton
Q149R9	mmu04072	Phospholipase D signaling pathway
Q149R9	mmu05200	Pathways in cancer
Q14AK4	mmu04623	Cytosolic DNA-sensing pathway
Q14AT5	mmu04148	Efferocytosis
Q14BI2	mmu05030	Cocaine addiction
Q14BI2	mmu04724	Glutamatergic synapse
Q14BI2	mmu04080	Neuroactive ligand-receptor interaction
Q14BI2	mmu04072	Phospholipase D signaling pathway
Q14CH1	mmu01100	Metabolic pathways
Q14CH1	mmu00790	Folate biosynthesis
Q14CH7	mmu00970	Aminoacyl-tRNA biosynthesis
Q14DH7	mmu01100	Metabolic pathways
Q14DH7	mmu00640	Propanoate metabolism
Q14DK4	mmu01100	Metabolic pathways
Q14DK4	mmu00561	Glycerolipid metabolism
Q14DK4	mmu00564	Glycerophospholipid metabolism
Q1A3B0	mmu01100	Metabolic pathways
Q1A3B0	mmu00600	Sphingolipid metabolism
Q1A3B0	mmu04071	Sphingolipid signaling pathway
Q1EG27	mmu04814	Motor proteins
Q1HKZ5	mmu04010	MAPK signaling pathway
Q1PSW8	mmu05206	MicroRNAs in cancer
Q1RLK6	mmu00601	Glycosphingolipid biosynthesis - lacto and neolacto series
Q1RLK6	mmu01100	Metabolic pathways
Q283N4	mmu01100	Metabolic pathways
Q283N4	mmu00230	Purine metabolism
Q2EG98	mmu04742	Taste transduction
Q2HXL6	mmu04141	Protein processing in endoplasmic reticulum
Q2LKU9	mmu04621	NOD-like receptor signaling pathway
Q2M2N2	mmu04340	Hedgehog signaling pathway
Q2MKA5	mmu04080	Neuroactive ligand-receptor interaction
Q2NL51	mmu04728	Dopaminergic synapse
Q2NL51	mmu04932	Non-alcoholic fatty liver disease
Q2NL51	mmu04062	Chemokine signaling pathway
Q2PFD7	mmu04144	Endocytosis
Q2PZL6	mmu04392	Hippo signaling pathway - multiple species
Q2TBA3	mmu04064	NF-kappa B signaling pathway
Q2TBA3	mmu04660	T cell receptor signaling pathway
Q2TBA3	mmu05152	Tuberculosis
Q2TBA3	mmu04625	C-type lectin receptor signaling pathway
Q2TBA3	mmu04662	B cell receptor signaling pathway
Q2TBE6	mmu04070	Phosphatidylinositol signaling system
Q2TBE6	mmu01100	Metabolic pathways
Q2TBE6	mmu00562	Inositol phosphate metabolism
Q2TJ95	mmu04310	Wnt signaling pathway
Q2TL60	mmu05168	Herpes simplex virus 1 infection
Q2UY11	mmu04974	Protein digestion and absorption
Q2VPQ9	mmu03082	ATP-dependent chromatin remodeling
Q2VPU4	mmu04932	Non-alcoholic fatty liver disease
Q2VPU4	mmu04931	Insulin resistance
Q2XU92	mmu01100	Metabolic pathways
Q2XU92	mmu00071	Fatty acid degradation
Q2XU92	mmu03320	PPAR signaling pathway
Q2XU92	mmu00061	Fatty acid biosynthesis
Q2XU92	mmu04920	Adipocytokine signaling pathway
Q2XU92	mmu01212	Fatty acid metabolism
Q2YDW7	mmu00310	Lysine degradation
Q2YDW7	mmu01100	Metabolic pathways
Q2YFS2	mmu03266	Virion - Herpesvirus
Q2YFS2	mmu05168	Herpes simplex virus 1 infection
Q2YFS3	mmu03266	Virion - Herpesvirus
Q2YFS3	mmu05168	Herpes simplex virus 1 infection
Q30D77	mmu04820	Cytoskeleton in muscle cells
Q30D77	mmu04974	Protein digestion and absorption
Q31125	mmu05010	Alzheimer disease
Q31125	mmu05012	Parkinson disease
Q32M07	mmu00230	Purine metabolism
Q32M07	mmu01240	Biosynthesis of cofactors
Q32M07	mmu01232	Nucleotide metabolism
Q32M07	mmu01100	Metabolic pathways
Q32M07	mmu00730	Thiamine metabolism
Q32MD9	mmu04340	Hedgehog signaling pathway
Q33DR2	mmu00900	Terpenoid backbone biosynthesis
Q33DR3	mmu00900	Terpenoid backbone biosynthesis
Q3KNJ2	mmu03450	Non-homologous end-joining
Q3KNK3	mmu00520	Amino sugar and nucleotide sugar metabolism
Q3KNM2	mmu04137	Mitophagy - animal
Q3L180	mmu04621	NOD-like receptor signaling pathway
Q3L180	mmu05150	Staphylococcus aureus infection
Q3L180	mmu05202	Transcriptional misregulation in cancer
Q3LS21	mmu04925	Aldosterone synthesis and secretion
Q3SXB8	mmu04145	Phagosome
Q3SXG2	mmu05150	Staphylococcus aureus infection
Q3SXG2	mmu04080	Neuroactive ligand-receptor interaction
Q3SXG2	mmu04613	Neutrophil extracellular trap formation
Q3TAE8	mmu01100	Metabolic pathways
Q3TAE8	mmu00510	N-Glycan biosynthesis
Q3TBT3	mmu04621	NOD-like receptor signaling pathway
Q3TBT3	mmu05163	Human cytomegalovirus infection
Q3TBT3	mmu04623	Cytosolic DNA-sensing pathway
Q3TBT3	mmu05171	Coronavirus disease - COVID-19
Q3TBT3	mmu05170	Human immunodeficiency virus 1 infection
Q3TBT3	mmu05168	Herpes simplex virus 1 infection
Q3TBT3	mmu04622	RIG-I-like receptor signaling pathway
Q3TBW2	mmu03010	Ribosome
Q3TC46	mmu03018	RNA degradation
Q3TCH7	mmu03420	Nucleotide excision repair
Q3TCH7	mmu04120	Ubiquitin mediated proteolysis
Q3TCH7	mmu05170	Human immunodeficiency virus 1 infection
Q3TDN0	mmu04340	Hedgehog signaling pathway
Q3TDQ1	mmu00510	N-Glycan biosynthesis
Q3TDQ1	mmu00513	Various types of N-glycan biosynthesis
Q3TDQ1	mmu04141	Protein processing in endoplasmic reticulum
Q3TDQ1	mmu01100	Metabolic pathways
Q3TDX8	mmu00520	Amino sugar and nucleotide sugar metabolism
Q3TES0	mmu04144	Endocytosis
Q3TFD2	mmu01100	Metabolic pathways
Q3TFD2	mmu00565	Ether lipid metabolism
Q3TFD2	mmu00564	Glycerophospholipid metabolism
Q3THE2	mmu05132	Salmonella infection
Q3THE2	mmu04810	Regulation of actin cytoskeleton
Q3THE2	mmu04520	Adherens junction
Q3THE2	mmu04510	Focal adhesion
Q3THE2	mmu04814	Motor proteins
Q3THE2	mmu04670	Leukocyte transendothelial migration
Q3THE2	mmu04360	Axon guidance
Q3THE2	mmu04530	Tight junction
Q3THE2	mmu04611	Platelet activation
Q3THK3	mmu03022	Basal transcription factors
Q3THK7	mmu01100	Metabolic pathways
Q3THK7	mmu00983	Drug metabolism - other enzymes
Q3THK7	mmu01232	Nucleotide metabolism
Q3THK7	mmu00230	Purine metabolism
Q3THS6	mmu01230	Biosynthesis of amino acids
Q3THS6	mmu01240	Biosynthesis of cofactors
Q3THS6	mmu01100	Metabolic pathways
Q3THS6	mmu00270	Cysteine and methionine metabolism
Q3THW5	mmu03082	ATP-dependent chromatin remodeling
Q3THW5	mmu05322	Systemic lupus erythematosus
Q3THW5	mmu05034	Alcoholism
Q3THW5	mmu04613	Neutrophil extracellular trap formation
Q3THW5	mmu04217	Necroptosis
Q3TIX9	mmu03040	Spliceosome
Q3TJ91	mmu04390	Hippo signaling pathway
Q3TJ91	mmu04530	Tight junction
Q3TJ91	mmu05165	Human papillomavirus infection
Q3TJD7	mmu04820	Cytoskeleton in muscle cells
Q3TKT4	mmu04714	Thermogenesis
Q3TKT4	mmu05225	Hepatocellular carcinoma
Q3TKT4	mmu03082	ATP-dependent chromatin remodeling
Q3TL44	mmu05164	Influenza A
Q3TL44	mmu04622	RIG-I-like receptor signaling pathway
Q3TL44	mmu04621	NOD-like receptor signaling pathway
Q3TL44	mmu04137	Mitophagy - animal
Q3TMQ6	mmu05014	Amyotrophic lateral sclerosis
Q3TN34	mmu04530	Tight junction
Q3TNA1	mmu00040	Pentose and glucuronate interconversions
Q3TNA1	mmu01100	Metabolic pathways
Q3TPX4	mmu05132	Salmonella infection
Q3TRJ4	mmu05150	Staphylococcus aureus infection
Q3TRJ4	mmu04915	Estrogen signaling pathway
Q3TRM4	mmu00564	Glycerophospholipid metabolism
Q3TRM8	mmu00520	Amino sugar and nucleotide sugar metabolism
Q3TRM8	mmu01200	Carbon metabolism
Q3TRM8	mmu01100	Metabolic pathways
Q3TRM8	mmu04910	Insulin signaling pathway
Q3TRM8	mmu00052	Galactose metabolism
Q3TRM8	mmu04066	HIF-1 signaling pathway
Q3TRM8	mmu04973	Carbohydrate digestion and absorption
Q3TRM8	mmu00051	Fructose and mannose metabolism
Q3TRM8	mmu01250	Biosynthesis of nucleotide sugars
Q3TRM8	mmu05230	Central carbon metabolism in cancer
Q3TRM8	mmu00010	Glycolysis / Gluconeogenesis
Q3TRM8	mmu00524	Neomycin, kanamycin and gentamicin biosynthesis
Q3TRM8	mmu00500	Starch and sucrose metabolism
Q3TRM8	mmu04930	Type II diabetes mellitus
Q3TTA7	mmu04660	T cell receptor signaling pathway
Q3TTA7	mmu04120	Ubiquitin mediated proteolysis
Q3TTA7	mmu04144	Endocytosis
Q3TTA7	mmu04910	Insulin signaling pathway
Q3TTA7	mmu04625	C-type lectin receptor signaling pathway
Q3TTA7	mmu04012	ErbB signaling pathway
Q3TTA7	mmu05162	Measles
Q3TTC2	mmu03083	Polycomb repressive complex
Q3TTC2	mmu03082	ATP-dependent chromatin remodeling
Q3TTY0	mmu00564	Glycerophospholipid metabolism
Q3TTY0	mmu00565	Ether lipid metabolism
Q3TTY0	mmu01100	Metabolic pathways
Q3TTY0	mmu00591	Linoleic acid metabolism
Q3TTY0	mmu04977	Vitamin digestion and absorption
Q3TTY0	mmu00590	Arachidonic acid metabolism
Q3TTY0	mmu00592	alpha-Linolenic acid metabolism
Q3TUA9	mmu00515	Mannose type O-glycan biosynthesis
Q3TUA9	mmu01100	Metabolic pathways
Q3TW96	mmu01250	Biosynthesis of nucleotide sugars
Q3TW96	mmu00520	Amino sugar and nucleotide sugar metabolism
Q3TW96	mmu01100	Metabolic pathways
Q3TWL2	mmu04070	Phosphatidylinositol signaling system
Q3TWW8	mmu05168	Herpes simplex virus 1 infection
Q3TWW8	mmu03040	Spliceosome
Q3TXS7	mmu05012	Parkinson disease
Q3TXS7	mmu05169	Epstein-Barr virus infection
Q3TXS7	mmu05017	Spinocerebellar ataxia
Q3TXS7	mmu05020	Prion disease
Q3TXS7	mmu05016	Huntington disease
Q3TXS7	mmu03050	Proteasome
Q3TXS7	mmu05014	Amyotrophic lateral sclerosis
Q3TXS7	mmu05022	Pathways of neurodegeneration - multiple diseases
Q3TXS7	mmu05010	Alzheimer disease
Q3TXX3	mmu04144	Endocytosis
Q3TXX4	mmu05033	Nicotine addiction
Q3TXX4	mmu04721	Synaptic vesicle cycle
Q3TXX4	mmu04724	Glutamatergic synapse
Q3TXX4	mmu04723	Retrograde endocannabinoid signaling
Q3TY92	mmu03083	Polycomb repressive complex
Q3TYD4	mmu04142	Lysosome
Q3TYQ9	mmu00280	Valine, leucine and isoleucine degradation
Q3TYQ9	mmu00760	Nicotinate and nicotinamide metabolism
Q3TYQ9	mmu00350	Tyrosine metabolism
Q3TYQ9	mmu00380	Tryptophan metabolism
Q3TYQ9	mmu00982	Drug metabolism - cytochrome P450
Q3TYQ9	mmu00750	Vitamin B6 metabolism
Q3TYQ9	mmu04630	JAK-STAT signaling pathway
Q3TYQ9	mmu00830	Retinol metabolism
Q3TYQ9	mmu01100	Metabolic pathways
Q3TZ89	mmu04141	Protein processing in endoplasmic reticulum
Q3TZM9	mmu00510	N-Glycan biosynthesis
Q3TZM9	mmu00513	Various types of N-glycan biosynthesis
Q3TZM9	mmu01100	Metabolic pathways
Q3U0B3	mmu00140	Steroid hormone biosynthesis
Q3U0P1	mmu03460	Fanconi anemia pathway
Q3U0P1	mmu03440	Homologous recombination
Q3U0P5	mmu00230	Purine metabolism
Q3U0P5	mmu01100	Metabolic pathways
Q3U0P5	mmu01232	Nucleotide metabolism
Q3U0P5	mmu00240	Pyrimidine metabolism
Q3U0S6	mmu04520	Adherens junction
Q3U0V2	mmu05164	Influenza A
Q3U0V2	mmu05152	Tuberculosis
Q3U0V2	mmu05163	Human cytomegalovirus infection
Q3U0V2	mmu04071	Sphingolipid signaling pathway
Q3U0V2	mmu05162	Measles
Q3U0V2	mmu04936	Alcoholic liver disease
Q3U0V2	mmu05165	Human papillomavirus infection
Q3U0V2	mmu04657	IL-17 signaling pathway
Q3U0V2	mmu05167	Kaposi sarcoma-associated herpesvirus infection
Q3U0V2	mmu04210	Apoptosis
Q3U0V2	mmu04064	NF-kappa B signaling pathway
Q3U0V2	mmu04668	TNF signaling pathway
Q3U0V2	mmu04010	MAPK signaling pathway
Q3U0V2	mmu04622	RIG-I-like receptor signaling pathway
Q3U0V2	mmu04217	Necroptosis
Q3U0V2	mmu05169	Epstein-Barr virus infection
Q3U0V2	mmu04920	Adipocytokine signaling pathway
Q3U0V2	mmu05132	Salmonella infection
Q3U0V2	mmu05203	Viral carcinogenesis
Q3U0V2	mmu05160	Hepatitis C
Q3U0V2	mmu05170	Human immunodeficiency virus 1 infection
Q3U0V2	mmu05168	Herpes simplex virus 1 infection
Q3U128	mmu04310	Wnt signaling pathway
Q3U133	mmu05168	Herpes simplex virus 1 infection
Q3U145	mmu04380	Osteoclast differentiation
Q3U182	mmu04152	AMPK signaling pathway
Q3U182	mmu04151	PI3K-Akt signaling pathway
Q3U182	mmu04931	Insulin resistance
Q3U182	mmu04922	Glucagon signaling pathway
Q3U182	mmu05166	Human T-cell leukemia virus 1 infection
Q3U186	mmu00970	Aminoacyl-tRNA biosynthesis
Q3U1J0	mmu04727	GABAergic synapse
Q3U1J1	mmu03082	ATP-dependent chromatin remodeling
Q3U1J4	mmu05203	Viral carcinogenesis
Q3U1J4	mmu05170	Human immunodeficiency virus 1 infection
Q3U1J4	mmu05161	Hepatitis B
Q3U1J4	mmu03420	Nucleotide excision repair
Q3U1J4	mmu04120	Ubiquitin mediated proteolysis
Q3U1V8	mmu04010	MAPK signaling pathway
Q3U1Z5	mmu04621	NOD-like receptor signaling pathway
